classID,studentID,classGrade
1111,10030,78
1080,10031,73
1257,10031,65
1130,10031,80
1179,10031,95
1244,10031,72
1053,10031,80
1118,10031,86
1007,10031,56
1104,10032,67
1153,10032,77
1346,10032,84
1187,10032,88
1004,10032,77
1061,10032,86
1278,10032,92
1079,10032,94
1088,10033,71
1025,10033,84
1098,10033,86
1147,10033,89
1212,10033,85
1037,10033,92
1342,10033,77
1239,10033,79
1000,10034,83
1241,10034,68
1138,10034,94
1299,10034,88
1092,10034,86
1117,10034,89
1046,10034,94
1335,10034,74
1312,10035,90
1345,10035,94
1058,10035,79
1075,10035,66
1180,10035,96
1157,10035,85
1126,10035,76
1015,10035,92
1112,10036,71
1265,10036,81
1202,10036,90
1019,10036,71
1340,10036,95
1133,10036,62
1054,10036,84
1087,10036,87
1224,10037,80
1001,10037,81
1034,10037,79
1331,10037,67
1308,10037,93
1141,10037,68
1102,10037,60
1095,10037,59
1336,10038,87
1049,10038,85
1074,10038,83
1163,10038,88
1156,10038,66
1125,10038,94
1310,10038,90
1023,10038,67
1032,10039,65
1249,10039,92
1178,10039,96
1155,10039,76
1068,10039,85
1101,10039,90
1286,10039,68
1031,10039,91
1040,10040,96
1073,10040,71
1106,10040,73
1171,10040,69
1220,10040,87
1309,10040,65
1022,10040,93
1135,10040,68
1208,10041,76
1009,10041,89
1082,10041,65
1131,10041,95
1252,10041,91
1045,10041,71
1110,10041,89
1343,10041,80
1064,10042,83
1017,10042,88
1210,10042,95
1243,10042,89
1116,10042,55
1053,10042,88
1142,10042,64
1295,10042,76
1232,10043,75
1025,10043,80
1114,10043,74
1179,10043,87
1076,10043,89
1269,10043,74
1062,10043,73
1143,10043,97
1072,10044,91
1057,10044,62
1026,10044,78
1115,10044,75
1188,10044,93
1277,10044,77
1150,10044,66
1223,10044,95
1216,10045,95
1289,10045,95
1322,10045,80
1139,10045,91
1052,10045,63
1085,10045,89
1118,10045,91
1007,10045,85
1344,10046,76
1129,10046,78
1002,10046,80
1043,10046,95
1316,10046,78
1109,10046,94
1070,10046,86
1247,10046,90
1288,10047,91
1137,10047,91
1042,10047,86
1251,10047,95
1124,10047,61
1093,10047,94
1030,10047,75
1199,10047,79
1008,10048,67
1201,10048,87
1306,10048,77
1051,10048,86
1084,10048,74
1117,10048,87
1158,10048,94
1255,10048,73
1016,10049,61
1145,10049,90
1186,10049,90
1307,10049,62
1060,10049,78
1069,10049,72
1238,10049,92
1119,10049,94
1120,10050,78
1033,10050,92
1250,10050,95
1027,10050,88
1092,10050,74
1317,10050,95
1262,10050,84
1151,10050,65
1024,10051,77
1041,10051,84
1122,10051,68
1147,10051,93
1164,10051,69
1077,10051,95
1350,10051,67
1207,10051,84
1296,10052,87
1001,10052,90
1330,10052,91
1083,10052,75
1036,10052,96
1125,10052,71
1270,10052,74
1159,10052,79
1096,10053,73
1009,10053,68
1218,10053,90
1259,10053,76
1348,10053,69
1149,10053,65
1078,10053,87
1039,10053,60
1048,10054,84
1017,10054,92
1090,10054,80
1203,10054,80
1172,10054,90
1157,10054,76
1326,10054,67
1127,10054,89
1104,10055,86
1161,10055,97
1010,10055,78
1059,10055,89
1068,10055,92
1285,10055,95
1246,10055,80
1135,10055,85
1000,10056,69
1169,10056,78
1098,10056,75
1339,10056,87
1132,10056,71
1061,10056,97
1318,10056,69
1071,10056,96
1080,10057,89
1177,10057,88
1146,10057,68
1003,10057,89
1292,10057,83
1101,10057,90
1038,10057,95
1231,10057,84
1056,10058,91
1321,10058,67
1018,10058,94
1267,10058,69
1228,10058,80
1085,10058,64
1126,10058,79
1143,10058,97
1112,10059,85
1025,10059,93
1338,10059,72
1187,10059,91
1284,10059,71
1133,10059,86
1086,10059,91
1047,10059,89
1240,10060,77
1049,10060,85
1026,10060,82
1347,10060,85
1100,10060,94
1141,10060,66
1198,10060,93
1079,10060,80
1304,10061,84
1273,10061,74
1106,10061,78
1035,10061,84
1140,10061,77
1093,10061,96
1206,10061,79
1015,10061,77
1312,10062,92
1097,10062,85
1002,10062,89
1043,10062,61
1076,10062,76
1213,10062,88
1254,10062,74
1151,10062,80
1152,10063,85
1225,10063,74
1162,10063,92
1315,10063,86
1084,10063,86
1013,10063,83
1102,10063,67
1055,10063,84
1088,10064,97
1329,10064,98
1010,10064,87
1211,10064,90
1236,10064,89
1037,10064,89
1134,10064,86
1103,10064,69
1120,10065,87
1297,10065,72
1346,10065,84
1051,10065,95
1012,10065,65
1261,10065,82
1142,10065,100
1087,10065,72
1248,10066,97
1105,10066,92
1018,10066,70
1323,10066,81
1300,10066,91
1045,10066,88
1094,10066,92
1159,10066,86
1008,10067,80
1081,10067,78
1114,10067,74
1059,10067,68
1148,10067,63
1245,10067,65
1214,10067,69
1303,10067,98
1128,10068,95
1281,10068,71
1066,10068,68
1035,10068,71
1020,10068,70
1333,10068,94
1110,10068,100
1215,10068,66
1136,10069,83
1185,10069,72
1050,10069,99
1011,10069,59
1308,10069,67
1069,10069,90
1278,10069,66
1111,10069,83
1016,10070,72
1305,10070,88
1154,10070,90
1091,10070,72
1044,10070,72
1253,10070,81
1118,10070,69
1167,10070,91
1144,10071,68
1257,10071,96
1170,10071,77
1123,10071,91
1092,10071,74
1053,10071,84
1334,10071,91
1023,10071,74
1152,10072,91
1001,10072,74
1226,10072,99
1067,10072,84
1108,10072,86
1269,10072,96
1046,10072,70
1223,10072,100
1160,10073,84
1089,10073,61
1026,10073,96
1219,10073,87
1244,10073,89
1061,10073,92
1150,10073,78
1119,10073,90
1024,10074,63
1065,10074,78
1234,10074,65
1195,10074,77
1116,10074,79
1037,10074,95
1158,10074,72
1175,10074,84
1096,10075,91
1161,10075,62
1074,10075,74
1043,10075,77
1196,10075,85
1021,10075,90
1134,10075,89
1311,10075,99
1032,10076,65
1337,10076,72
1130,10076,87
1203,10076,88
1252,10076,78
1077,10076,90
1006,10076,93
1127,10076,90
1104,10077,79
1313,10077,94
1138,10077,100
1331,10077,90
1028,10077,73
1085,10077,65
1054,10077,90
1287,10077,85
1320,10078,79
1233,10078,91
1146,10078,80
1099,10078,100
1068,10078,94
1029,10078,93
1062,10078,85
1199,10078,72
1128,10079,95
1169,10079,88
1242,10079,84
1051,10079,95
1260,10079,85
1005,10079,79
1126,10079,95
1095,10079,77
1000,10080,67
1073,10080,100
1154,10080,99
1275,10080,98
1052,10080,76
1221,10080,71
1102,10080,74
1183,10080,80
1064,10081,91
1265,10081,69
1194,10081,75
1107,10081,75
1004,10081,68
1149,10081,94
1038,10081,96
1351,10081,71
1112,10082,88
1345,10082,80
1178,10082,78
1155,10082,80
1076,10082,97
1045,10082,82
1294,10082,67
1031,10082,93
1328,10083,94
1009,10083,86
1122,10083,89
1075,10083,95
1180,10083,94
1277,10083,84
1046,10083,91
1135,10083,76
1288,10084,79
1057,10084,76
1002,10084,66
1083,10084,100
1188,10084,73
1109,10084,71
1342,10084,72
1143,10084,95
1192,10085,92
1113,10085,97
1058,10085,87
1131,10085,85
1084,10085,91
1229,10085,85
1182,10085,88
1007,10085,73
1272,10086,77
1017,10086,96
1322,10086,85
1115,10086,100
1092,10086,83
1053,10086,75
1230,10086,90
1151,10086,82
1072,10087,91
1153,10087,74
1314,10087,69
1059,10087,76
1324,10087,77
1117,10087,88
1014,10087,64
1207,10087,89
1280,10088,74
1025,10088,90
1130,10088,88
1339,10088,81
1060,10088,71
1293,10088,91
1070,10088,91
1103,10088,93
1008,10089,96
1289,10089,70
1098,10089,96
1347,10089,79
1036,10089,97
1093,10089,69
1142,10089,74
1215,10089,92
1296,10090,98
1001,10090,90
1266,10090,98
1123,10090,91
1044,10090,80
1069,10090,81
1190,10090,86
1159,10090,89
1336,10091,77
1121,10091,83
1186,10091,64
1283,10091,87
1052,10091,87
1077,10091,72
1150,10091,57
1015,10091,100
1136,10092,74
1097,10092,71
1010,10092,78
1091,10092,74
1060,10092,69
1341,10092,78
1302,10092,71
1239,10092,88
1040,10093,78
1129,10093,64
1290,10093,75
1259,10093,92
1332,10093,68
1013,10093,93
1078,10093,78
1111,10093,89
1120,10094,93
1033,10094,96
1082,10094,75
1227,10094,96
1268,10094,76
1157,10094,85
1022,10094,99
1223,10094,99
1304,10095,92
1105,10095,89
1090,10095,96
1235,10095,91
1036,10095,64
1133,10095,63
1030,10095,92
1191,10095,78
1312,10096,85
1081,10096,76
1330,10096,78
1019,10096,88
1124,10096,95
1285,10096,83
1158,10096,83
1063,10096,65
1080,10097,84
1241,10097,79
1106,10097,91
1291,10097,80
1044,10097,94
1021,10097,88
1166,10097,63
1135,10097,86
1048,10098,77
1297,10098,74
1018,10098,66
1243,10098,85
1164,10098,98
1085,10098,64
1110,10098,70
1143,10098,79
1168,10099,67
1089,10099,66
1034,10099,80
1099,10099,89
1316,10099,100
1197,10099,67
1006,10099,88
1151,10099,95
1144,10100,100
1113,10100,74
1338,10100,80
1027,10100,93
1068,10100,94
1061,10100,86
1286,10100,68
1319,10100,82
1088,10101,78
1041,10101,100
1026,10101,89
1211,10101,91
1100,10101,73
1261,10101,94
1134,10101,88
1167,10101,92
1016,10102,90
1065,10102,63
1346,10102,70
1107,10102,92
1276,10102,78
1037,10102,87
1222,10102,97
1159,10102,78
1288,10103,86
1121,10103,84
1138,10103,84
1251,10103,61
1052,10103,95
1205,10103,94
1086,10103,68
1023,10103,89
1344,10104,91
1009,10104,78
1146,10104,80
1267,10104,70
1076,10104,92
1045,10104,88
1118,10104,87
1247,10104,60
1096,10105,94
1177,10105,83
1042,10105,57
1323,10105,99
1084,10105,92
1141,10105,69
1262,10105,98
1031,10105,81
1152,10106,95
1249,10106,89
1114,10106,80
1163,10106,78
1060,10106,81
1269,10106,82
1094,10106,84
1007,10106,84
1224,10107,72
1017,10107,70
1322,10107,92
1067,10107,95
1204,10107,66
1125,10107,97
1142,10107,67
1039,10107,82
1128,10108,62
1049,10108,74
1002,10108,89
1075,10108,90
1228,10108,86
1101,10108,78
1198,10108,91
1295,10108,92
1136,10109,90
1057,10109,81
1010,10109,89
1115,10109,90
1284,10109,70
1349,10109,91
1070,10109,85
1303,10109,89
1024,10110,88
1209,10110,77
1066,10110,91
1035,10110,62
1108,10110,66
1301,10110,84
1350,10110,73
1135,10110,63
1144,10111,87
1305,10111,69
1018,10111,72
1043,10111,93
1116,10111,83
1213,10111,77
1174,10111,92
1071,10111,80
1320,10112,78
1097,10112,89
1202,10112,71
1051,10112,89
1172,10112,83
1093,10112,74
1150,10112,73
1015,10112,70
1152,10113,61
1073,10113,92
1050,10113,84
1227,10113,87
1012,10113,96
1277,10113,83
1126,10113,81
1199,10113,72
1064,10114,68
1105,10114,85
1162,10114,98
1139,10114,63
1020,10114,93
1309,10114,57
1238,10114,78
1047,10114,98
1104,10115,78
1033,10115,98
1026,10115,93
1083,10115,68
1260,10115,88
1325,10115,90
1158,10115,96
1311,10115,85
1000,10116,83
1321,10116,93
1122,10116,84
1299,10116,58
1180,10116,91
1053,10116,86
1134,10116,61
1079,10116,85
1296,10117,86
1025,10117,95
1210,10117,62
1147,10117,67
1124,10117,86
1061,10117,94
1078,10117,70
1175,10117,99
1328,10118,96
1217,10118,87
1058,10118,93
1155,10118,80
1268,10118,89
1069,10118,77
1102,10118,74
1023,10118,72
1128,10119,80
1329,10119,74
1250,10119,82
1171,10119,90
1028,10119,88
1109,10119,71
1086,10119,91
1055,10119,77
1056,10120,95
1137,10120,66
1098,10120,60
1307,10120,68
1092,10120,89
1221,10120,89
1182,10120,82
1031,10120,88
1304,10121,86
1113,10121,79
1154,10121,87
1179,10121,82
1276,10121,79
1029,10121,97
1094,10121,56
1063,10121,67
1232,10122,85
1185,10122,89
1034,10122,77
1315,10122,82
1100,10122,82
1149,10122,75
1014,10122,68
1087,10122,90
1240,10123,71
1041,10123,60
1170,10123,71
1123,10123,70
1292,10123,80
1005,10123,71
1142,10123,62
1095,10123,92
1112,10124,92
1001,10124,93
1218,10124,78
1059,10124,78
1068,10124,88
1157,10124,92
1270,10124,87
1327,10124,85
1256,10125,87
1225,10125,94
1074,10125,94
1003,10125,94
1156,10125,69
1037,10125,91
1110,10125,70
1207,10125,88
1032,10126,90
1193,10126,95
1130,10126,62
1011,10126,97
1076,10126,73
1317,10126,73
1118,10126,83
1263,10126,77
1120,10127,74
1081,10127,89
1194,10127,67
1131,10127,62
1188,10127,93
1045,10127,94
1310,10127,91
1007,10127,100
1040,10128,76
1009,10128,72
1138,10128,85
1331,10128,69
1212,10128,79
1237,10128,78
1070,10128,79
1119,10128,58
1096,10129,75
1145,10129,88
1002,10129,88
1339,10129,81
1220,10129,87
1077,10129,91
1054,10129,76
1255,10129,85
1048,10130,76
1153,10130,78
1010,10130,84
1291,10130,61
1084,10130,86
1333,10130,95
1126,10130,74
1271,10130,84
1200,10131,79
1337,10131,55
1082,10131,89
1019,10131,67
1132,10131,93
1117,10131,93
1062,10131,69
1231,10131,98
1104,10132,90
1201,10132,95
1090,10132,90
1139,10132,69
1036,10132,90
1173,10132,97
1278,10132,74
1015,10132,84
1112,10133,58
1233,10133,81
1018,10133,81
1147,10133,92
1284,10133,69
1053,10133,73
1326,10133,80
1071,10133,90
1120,10134,77
1345,10134,98
1042,10134,95
1155,10134,95
1260,10134,75
1085,10134,70
1022,10134,89
1183,10134,78
1312,10135,74
1241,10135,87
1106,10135,91
1091,10135,64
1268,10135,87
1013,10135,64
1038,10135,77
1143,10135,71
1336,10136,61
1017,10136,65
1066,10136,99
1099,10136,96
1140,10136,94
1293,10136,100
1190,10136,96
1039,10136,81
1136,10137,96
1161,10137,86
1026,10137,81
1275,10137,87
1196,10137,66
1125,10137,81
1046,10137,80
1079,10137,64
1096,10138,83
1313,10138,94
1146,10138,93
1027,10138,76
1092,10138,75
1285,10138,74
1054,10138,79
1215,10138,90
1208,10139,83
1321,10139,94
1274,10139,77
1035,10139,95
1068,10139,85
1101,10139,67
1030,10139,93
1151,10139,79
1056,10140,75
1329,10140,83
1114,10140,82
1131,10140,60
1300,10140,87
1197,10140,72
1078,10140,97
1023,10140,83
1248,10141,77
1129,10141,95
1002,10141,90
1283,10141,64
1108,10141,67
1093,10141,88
1062,10141,89
1223,10141,74
1288,10142,85
1089,10142,58
1154,10142,71
1003,10142,74
1204,10142,90
1261,10142,76
1038,10142,72
1127,10142,77
1104,10143,92
1169,10143,94
1226,10143,73
1043,10143,75
1148,10143,73
1069,10143,67
1006,10143,87
1335,10143,78
1112,10144,81
1025,10144,94
1330,10144,93
1139,10144,88
1276,10144,79
1061,10144,95
1318,10144,62
1087,10144,79
1072,10145,76
1001,10145,74
1130,10145,70
1051,10145,93
1308,10145,58
1341,10145,71
1206,10145,85
1103,10145,97
1224,10146,78
1065,10146,76
1122,10146,100
1147,10146,94
1212,10146,69
1181,10146,92
1014,10146,59
1047,10146,89
1120,10147,74
1209,10147,90
1074,10147,65
1155,10147,73
1004,10147,82
1269,10147,99
1046,10147,78
1343,10147,80
1080,10148,92
1273,10148,68
1050,10148,88
1131,10148,85
1116,10148,95
1245,10148,66
1022,10148,87
1199,10148,92
1144,10149,85
1073,10149,96
1202,10149,75
1107,10149,82
1340,10149,85
1037,10149,74
1030,10149,92
1279,10149,61
1088,10150,89
1249,10150,80
1058,10150,100
1139,10150,74
1012,10150,61
1109,10150,77
1214,10150,88
1191,10150,91
1152,10151,62
1049,10151,78
1082,10151,95
1115,10151,67
1316,10151,76
1277,10151,85
1334,10151,83
1031,10151,90
1232,10152,98
1137,10152,90
1034,10152,75
1123,10152,91
1220,10152,71
1021,10152,78
1086,10152,94
1287,10152,87
1216,10153,77
1081,10153,94
1338,10153,88
1235,10153,89
1124,10153,95
1133,10153,96
1006,10153,60
1055,10153,82
1264,10154,93
1145,10154,85
1010,10154,79
1059,10154,94
1236,10154,86
1077,10154,80
1222,10154,85
1111,10154,92
1128,10155,86
1281,10155,86
1298,10155,75
1099,10155,96
1020,10155,65
1085,10155,89
1054,10155,75
1351,10155,90
1136,10156,88
1289,10156,87
1018,10156,74
1035,10156,83
1284,10156,82
1093,10156,90
1102,10156,58
1327,10156,94
1064,10157,67
1225,10157,79
1098,10157,91
1347,10157,85
1044,10157,90
1141,10157,64
1198,10157,98
1007,10157,81
1344,10158,88
1153,10158,80
1090,10158,92
1259,10158,87
1028,10158,94
1045,10158,82
1294,10158,92
1119,10158,77
1320,10159,86
1089,10159,96
1026,10159,98
1219,10159,75
1052,10159,72
1285,10159,84
1150,10159,94
1127,10159,72
1008,10160,84
1129,10160,88
1106,10160,73
1067,10160,88
1196,10160,60
1261,10160,75
1062,10160,72
1239,10160,75
1032,10161,88
1009,10161,84
1282,10161,67
1107,10161,76
1204,10161,92
1301,10161,92
1158,10161,79
1095,10161,92
1176,10162,94
1217,10162,84
1138,10162,91
1243,10162,97
1004,10162,86
1117,10162,75
1038,10162,93
1071,10162,68
1184,10163,97
1017,10163,79
1066,10163,73
1115,10163,85
1060,10163,67
1309,10163,67
1134,10163,84
1247,10163,86
1096,10164,85
1057,10164,65
1234,10164,95
1187,10164,92
1076,10164,65
1029,10164,83
1142,10164,77
1319,10164,92
1192,10165,83
1233,10165,72
1042,10165,60
1123,10165,72
1084,10165,86
1149,10165,95
1014,10165,74
1167,10165,64
1072,10166,71
1257,10166,86
1002,10166,86
1099,10166,88
1156,10166,87
1253,10166,85
1302,10166,72
1063,10166,66
1144,10167,96
1033,10167,92
1010,10167,86
1323,10167,76
1092,10167,91
1205,10167,86
1110,10167,75
1295,10167,86
1152,10168,77
1041,10168,98
1242,10168,79
1267,10168,94
1068,10168,92
1005,10168,96
1118,10168,89
1303,10168,90
1016,10169,79
1121,10169,94
1146,10169,90
1043,10169,79
1260,10169,88
1213,10169,85
1310,10169,98
1079,10169,83
1272,10170,84
1065,10170,66
1018,10170,100
1331,10170,96
1292,10170,63
1157,10170,100
1126,10170,95
1039,10170,92
1240,10171,100
1265,10171,77
1074,10171,97
1107,10171,77
1132,10171,87
1053,10171,90
1022,10171,94
1311,10171,89
1128,10172,96
1073,10172,85
1026,10172,73
1195,10172,72
1036,10172,76
1317,10172,91
1102,10172,78
1175,10172,88
1104,10173,94
1137,10173,87
1306,10173,77
1163,10173,81
1076,10173,89
1269,10173,71
1030,10173,88
1047,10173,94
1136,10174,81
1177,10174,81
1258,10174,82
1051,10174,81
1244,10174,86
1013,10174,76
1094,10174,71
1103,10174,90
1112,10175,90
1081,10175,64
1178,10175,85
1299,10175,81
1012,10175,68
1061,10175,94
1342,10175,94
1159,10175,94
1160,10176,78
1273,10176,91
1250,10176,87
1115,10176,68
1140,10176,89
1037,10176,97
1070,10176,74
1015,10176,97
1040,10177,96
1097,10177,60
1186,10177,82
1011,10177,91
1212,10177,77
1133,10177,72
1078,10177,76
1319,10177,71
1328,10178,93
1105,10178,96
1154,10178,70
1019,10178,95
1164,10178,72
1069,10178,96
1206,10178,94
1055,10178,72
1048,10179,95
1145,10179,74
1266,10179,72
1123,10179,84
1020,10179,65
1349,10179,62
1246,10179,92
1087,10179,75
1200,10180,79
1049,10180,55
1226,10180,59
1307,10180,60
1148,10180,71
1021,10180,97
1110,10180,98
1095,10180,66
1280,10181,65
1241,10181,77
1130,10181,82
1059,10181,86
1100,10181,91
1325,10181,73
1086,10181,60
1023,10181,89
1144,10182,82
1057,10182,83
1082,10182,98
1027,10182,84
1268,10182,98
1221,10182,69
1254,10182,91
1111,10182,83
1152,10183,72
1089,10183,92
1050,10183,89
1251,10183,62
1300,10183,79
1029,10183,77
1286,10183,81
1119,10183,87
1128,10184,97
1033,10184,93
1090,10184,76
1315,10184,88
1108,10184,92
1005,10184,93
1166,10184,92
1255,10184,82
1136,10185,72
1249,10185,79
1114,10185,60
1075,10185,90
1348,10185,87
1013,10185,87
1318,10185,70
1063,10185,65
1024,10186,94
1185,10186,86
1122,10186,81
1035,10186,91
1324,10186,97
1197,10186,70
1150,10186,62
1071,10186,78
1120,10187,87
1025,10187,62
1138,10187,70
1083,10187,69
1276,10187,73
1293,10187,71
1214,10187,81
1039,10187,100
1208,10188,80
1113,10188,79
1066,10188,92
1339,10188,84
1252,10188,79
1021,10188,91
1158,10188,61
1047,10188,87
1056,10189,94
1297,10189,75
1002,10189,75
1347,10189,69
1156,10189,92
1189,10189,88
1118,10189,86
1079,10189,99
1248,10190,68
1121,10190,70
1010,10190,96
1091,10190,65
1132,10190,77
1045,10190,71
1222,10190,64
1295,10190,99
1096,10191,83
1001,10191,97
1314,10191,95
1067,10191,84
1140,10191,72
1277,10191,100
1198,10191,90
1055,10191,88
1080,10192,66
1097,10192,66
1210,10192,87
1003,10192,73
1228,10192,99
1141,10192,89
1262,10192,93
1063,10192,92
1296,10193,90
1065,10193,82
1098,10193,90
1011,10193,76
1172,10193,90
1053,10193,80
1134,10193,68
1207,10193,84
1224,10194,73
1153,10194,87
1106,10194,89
1043,10194,76
1028,10194,93
1077,10194,82
1206,10194,79
1335,10194,81
1088,10195,90
1129,10195,74
1058,10195,83
1019,10195,93
1180,10195,65
1205,10195,94
1126,10195,96
1343,10195,86
1104,10196,97
1225,10196,77
1034,10196,72
1323,10196,79
1004,10196,88
1149,10196,92
1270,10196,86
1087,10196,67
1064,10197,96
1281,10197,87
1346,10197,97
1099,10197,89
1308,10197,90
1029,10197,68
1046,10197,99
1135,10197,89
1256,10198,68
1073,10198,88
1218,10198,94
1331,10198,72
1044,10198,96
1125,10198,100
1006,10198,69
1143,10198,79
1264,10199,92
1041,10199,70
1114,10199,81
1075,10199,83
1148,10199,80
1005,10199,92
1174,10199,93
1303,10199,84
1216,10200,92
1081,10200,76
1146,10200,87
1027,10200,93
1052,10200,81
1285,10200,73
1294,10200,80
1127,10200,61
1112,10201,74
1233,10201,74
1018,10201,89
1051,10201,77
1084,10201,62
1157,10201,94
1278,10201,81
1183,10201,92
1120,10202,74
1241,10202,89
1274,10202,92
1059,10202,86
1012,10202,89
1085,10202,95
1142,10202,63
1351,10202,91
1072,10203,68
1105,10203,88
1042,10203,88
1291,10203,65
1156,10203,77
1229,10203,88
1014,10203,74
1191,10203,75
1096,10204,75
1257,10204,91
1194,10204,82
1003,10204,69
1132,10204,74
1093,10204,69
1302,10204,84
1039,10204,89
1104,10205,65
1137,10205,83
1322,10205,95
1035,10205,58
1092,10205,93
1301,10205,82
1022,10205,90
1263,10205,84
1272,10206,92
1049,10206,92
1154,10206,85
1227,10206,75
1316,10206,86
1101,10206,69
1030,10206,69
1095,10206,75
1032,10207,88
1113,10207,67
1026,10207,64
1083,10207,80
1220,10207,74
1165,10207,89
1150,10207,75
1271,10207,96
1000,10208,66
1089,10208,72
1234,10208,82
1299,10208,64
1060,10208,89
1109,10208,82
1286,10208,75
1151,10208,70
1040,10209,74
1249,10209,89
1282,10209,70
1171,10209,74
1020,10209,93
1069,10209,89
1102,10209,92
1159,10209,90
1008,10210,87
1065,10210,61
1050,10210,66
1307,10210,87
1140,10210,86
1261,10210,95
1214,10210,98
1103,10210,80
1144,10211,90
1193,10211,94
1074,10211,92
1043,10211,95
1116,10211,72
1013,10211,80
1182,10211,88
1279,10211,80
1080,10212,85
1009,10212,73
1130,10212,93
1235,10212,94
1332,10212,95
1213,10212,71
1054,10212,73
1111,10212,80
1088,10213,72
1265,10213,84
1162,10213,95
1315,10213,78
1028,10213,93
1133,10213,59
1110,10213,80
1047,10213,90
1016,10214,66
1145,10214,85
1082,10214,67
1291,10214,87
1124,10214,73
1061,10214,62
1262,10214,88
1215,10214,65
1048,10215,85
1153,10215,97
1122,10215,98
1011,10215,95
1188,10215,63
1269,10215,79
1222,10215,88
1071,10215,71
1056,10216,91
1017,10216,92
1242,10216,88
1107,10216,88
1292,10216,89
1333,10216,99
1094,10216,83
1135,10216,79
1064,10217,87
1337,10217,84
1138,10217,89
1275,10217,93
1100,10217,94
1021,10217,92
1062,10217,89
1231,10217,69
1192,10218,67
1129,10218,88
1250,10218,84
